BuildingIndex,Year,Month,Day,Hour,Quarter,DayOfWeek,Holiday,HighestTemp,Weather,Demand
1,2019,6,26,5,0,3,4,22.4,1,6792
1,2019,6,26,5,1,3,4,22.4,1,11052
1,2019,6,26,5,2,3,4,22.4,1,13232
1,2019,6,26,5,3,3,4,22.4,1,10360
1,2019,6,26,6,0,3,4,22.4,1,4692
1,2019,6,26,6,1,3,4,22.4,1,16572
1,2019,6,26,6,2,3,4,22.4,1,13964
1,2019,6,26,6,3,3,4,22.4,1,20524
1,2019,6,26,7,0,3,4,22.4,1,6376
1,2019,6,26,7,1,3,4,22.4,2,18904
1,2019,6,26,7,2,3,4,22.4,2,12336
1,2019,6,26,7,3,3,4,22.4,2,7572
1,2019,6,26,8,0,3,4,22.4,2,18200
1,2019,6,26,8,1,3,4,22.4,3,9904
1,2019,6,26,8,2,3,4,22.4,3,9768
1,2019,6,26,8,3,3,4,22.4,3,2716
1,2019,6,26,9,0,3,4,22.4,3,2704
1,2019,6,26,9,1,3,4,22.4,3,2736
1,2019,6,26,9,2,3,4,22.4,3,4620
1,2019,6,26,9,3,3,4,22.4,3,4568
